card_id,name,price,num_printings,reprinted,in_structure_deck,num_distinct_rarities,top_rarity_tier,has_premium_rarity,tcg_date,tcg_age_years,tcg_native,in_ocg,ocg_age_years,card_class,race,attribute,level,atk,def_,has_archetype,archetype,ban_tcg,ban_ocg,views,upvotes,downvotes,log_price
76218313,Dragon Buster Destruction Sword,0.25,3,True,False,2,3,False,2016-01-14,10.559890485968515,True,True,10.803559206023271,Monster,Dragon,DARK,1.0,400.0,300.0,True,Destruction Sword,Unlimited,Unlimited,738024,8,2,-1.3862943611198906
300202003,Dragon Caller,0.36,2,True,False,1,0,False,2019-01-24,7.531827515400411,True,False,,Other,Kaiba,None,,,,False,,Unlimited,Unlimited,10862,6,0,-1.0216512475319814
50045299,Dragon Capture Jar,0.33,8,True,False,2,1,False,2002-03-08,24.413415468856947,True,True,27.419575633127995,Trap,Continuous,None,,,,False,,Unlimited,Unlimited,320240,12,1,-1.1086626245216111
38955728,Dragon Core Hexer,0.61,2,True,False,1,1,False,2016-11-03,9.754962354551678,True,True,10.075290896646132,Monster,Dragon,DARK,8.0,2300.0,3000.0,False,,Unlimited,Unlimited,101294,22,2,-0.4942963218147801
76066541,Dragon Dowser,0.1,2,True,False,2,1,False,2015-01-15,11.5564681724846,True,True,11.723477070499658,Monster,Wyrm,EARTH,4.0,1500.0,1500.0,False,,Unlimited,Unlimited,14856,1,0,-2.3025850929940455
300302064,Dragon Force,0.22,1,False,False,1,0,False,2023-03-30,3.353867214236824,True,False,,Other,Nightshroud,None,,,,False,,Unlimited,Unlimited,1615,0,0,-1.5141277326297755
9567495,Dragon Gate,0.96,1,False,False,1,4,True,2025-09-04,0.919917864476386,True,False,,Monster,Zombie,EARTH,6.0,1100.0,2800.0,False,,Unlimited,Unlimited,63641,0,0,-0.040821994520255166
21970285,Dragon Horn Hunter,0.57,3,True,False,3,3,False,2014-08-09,11.991786447638603,True,True,10.880219028062971,Monster,Warrior,DARK,6.0,2300.0,1000.0,False,,Unlimited,Unlimited,83545,7,0,-0.5621189181535413
64262809,Dragon Ice,0.25,4,True,False,3,4,True,2007-11-14,18.72689938398357,True,True,17.894592744695416,Monster,Dragon,WATER,5.0,1800.0,2200.0,False,,Unlimited,Unlimited,56213,3,0,-1.3862943611198906
14017402,Dragon Knight Draco-Equiste,0.28,7,True,False,6,5,True,2010-08-07,15.997262149212867,True,True,16.303901437371664,Monster,Dragon,WIND,10.0,3200.0,2000.0,False,,Unlimited,Unlimited,211941,23,0,-1.2729656758128873
87835759,Dragon Knight of Creation,0.21,2,True,True,2,2,False,2016-07-07,10.080766598220396,True,True,10.458590006844627,Monster,Dragon,LIGHT,4.0,1800.0,600.0,False,,Unlimited,Unlimited,99044,3,3,-1.5606477482646683
29228350,Dragon Laser,0.11,1,False,False,1,0,False,2010-05-07,16.249144421629023,True,True,16.45722108145106,Spell,Quick-Play,None,,,,False,,Unlimited,Unlimited,19946,1,0,-2.2072749131897207
69868556,Dragon Lord Token,0.48,0,False,False,0,0,False,2016-07-07,10.080766598220396,True,True,10.496919917864476,Other,Dragon,None,,,,False,,Unlimited,Unlimited,4931,5,0,-0.7339691750802004
63018132,Dragon Manipulator,0.17,3,True,False,1,0,False,2003-06-06,23.16769336071184,True,True,24.876112251882272,Monster,Warrior,EARTH,3.0,700.0,800.0,False,,Unlimited,Unlimited,107452,0,1,-1.7719568419318752
62873545,Dragon Master Knight,1.58,6,True,False,4,4,True,2006-11-11,19.734428473648187,True,True,24.09034907597536,Monster,Dragon,LIGHT,12.0,5000.0,5000.0,True,Blue-Eyes,Unlimited,Unlimited,241341,1533,9,0.4574248470388755
58931850,Dragon Master Lords,62.74,1,False,False,1,4,True,2025-05-01,1.264887063655031,True,True,1.5277207392197125,Monster,Dragon,DARK,12.0,5000.0,5000.0,True,25th Anniversary Monsters,Unlimited,Unlimited,12016,0,0,4.138999202762532
12381100,Dragon Master Magia,64.72,6,True,False,6,5,True,2024-06-20,2.127310061601643,True,True,2.620123203285421,Monster,Dragon,LIGHT,12.0,5000.0,4000.0,False,,Unlimited,Unlimited,252090,0,0,4.170070272750237
99659159,Dragon Mastery,0.49,1,False,True,1,0,False,2011-03-04,15.425051334702259,True,True,16.13141683778234,Spell,Continuous,None,,,,True,Dragunity,Unlimited,Unlimited,29015,2,0,-0.7133498878774648
76076738,Dragon Nails,0.4,1,False,False,1,3,False,2022-11-17,3.7180013689253935,True,True,4.153319644079398,Spell,Equip,None,,,,False,,Unlimited,Unlimited,107376,0,0,-0.916290731874155
96823189,Dragon of Pride and Soul,40.79,1,False,False,1,4,True,2024-07-18,2.0506502395619437,True,True,2.2751540041067764,Monster,Dragon,DARK,8.0,2500.0,2500.0,False,,Unlimited,Unlimited,16022,0,0,3.708436953329467
55763552,Dragon Piper,0.17,4,True,False,1,0,False,2002-06-26,24.112251882272417,True,True,26.715947980835043,Monster,Pyro,FIRE,3.0,200.0,1800.0,False,,Unlimited,Unlimited,214432,4,1,-1.7719568419318752
80513550,Dragon Queen of Tragic Endings,10.38,1,False,False,1,2,False,2010-02-12,16.479123887748116,True,True,16.725530458590008,Monster,Dragon,DARK,6.0,1900.0,2600.0,False,,Unlimited,Unlimited,38857,5,0,2.3398808777377424
62265044,Dragon Ravine,0.19,8,True,True,6,4,True,2011-03-04,15.425051334702259,True,True,16.13141683778234,Spell,Field,None,,,,True,Dragunity,Unlimited,Unlimited,992558,10,1,-1.6607312068216509
71867500,Dragon Revival Rhapsody,0.2,2,True,False,2,4,True,2018-03-08,8.413415468856947,True,True,7.909650924024641,Spell,Normal,None,,,,False,,Unlimited,Unlimited,142232,9,0,-1.6094379124341003
28563545,Dragon Seeker,0.55,3,True,False,3,2,False,2002-10-01,23.8466803559206,True,True,26.803559206023273,Monster,Fiend,DARK,6.0,2000.0,2100.0,False,,Unlimited,Unlimited,103072,4,1,-0.5978370007556204
63300440,Dragon Shield,0.18,2,True,False,2,2,False,2013-09-27,12.856947296372347,True,True,13.045859000684462,Spell,Equip,None,,,,False,,Unlimited,Unlimited,77733,4,1,-1.7147984280919266
41620959,Dragon Shrine,0.19,7,True,True,4,4,True,2013-09-12,12.898015058179329,True,True,13.141683778234086,Spell,Normal,None,,,,False,,Unlimited,Unlimited,1765113,23,8,-1.6607312068216509
45467446,Dragon Spirit of White,0.08,8,True,True,5,4,True,2016-05-05,10.25325119780972,True,True,10.573579739904176,Monster,Dragon,LIGHT,8.0,2500.0,2000.0,True,Blue-Eyes,Unlimited,Unlimited,986414,20,7,-2.5257286443082556
1435851,Dragon Treasure,0.18,5,True,False,2,0,False,2002-03-08,24.413415468856947,True,True,27.195071868583163,Spell,Equip,None,,,,False,,Unlimited,Unlimited,330920,9,1,-1.7147984280919266
66672569,Dragon Zombie,0.47,5,True,False,1,0,False,2002-03-29,24.355920602327174,True,True,26.803559206023273,Monster,Zombie,DARK,3.0,1600.0,0.0,False,,Unlimited,Unlimited,122570,8,2,-0.7550225842780328
16278116,Dragon's Bind,0.34,2,True,False,1,0,False,2016-01-14,10.559890485968515,True,True,10.803559206023271,Trap,Continuous,None,,,,False,,Unlimited,Unlimited,66366,4,0,-1.0788096613719298
95697223,Dragon's Fighting Spirit,0.24,3,True,False,3,4,True,2016-07-21,10.042436687200547,True,True,10.286105407255304,Spell,Quick-Play,None,,,,False,,Unlimited,Unlimited,47125,2,0,-1.4271163556401458
55991637,Dragon's Gunfire,0.1,8,True,True,3,2,False,2003-06-06,23.16769336071184,True,True,24.876112251882272,Spell,Normal,None,,,,False,,Unlimited,Unlimited,145823,3,0,-2.3025850929940455
63295720,Dragon's Light and Darkness,0.21,2,True,False,2,3,False,2024-07-18,2.0506502395619437,True,True,2.2751540041067764,Spell,Quick-Play,None,,,,True,Light and Darkness Dragon,Unlimited,Unlimited,90670,0,0,-1.5606477482646683
85442146,Dragon's Mind,0.11,8,True,False,8,5,True,2025-05-01,1.264887063655031,True,True,1.5277207392197125,Trap,Counter,None,,,,False,,Unlimited,Unlimited,256844,0,0,-2.2072749131897207
71490127,Dragon's Mirror,0.31,8,True,False,4,2,False,2005-08-06,20.999315537303218,True,True,21.196440793976727,Spell,Normal,None,,,,False,,Unlimited,Unlimited,723800,11,3,-1.171182981502945
54178050,Dragon's Rage,0.1,6,True,True,1,0,False,2003-06-06,23.16769336071184,True,True,24.876112251882272,Trap,Continuous,None,,,,False,,Unlimited,Unlimited,200739,5,0,-2.3025850929940455
20638610,Dragon's Rebirth,0.1,11,True,True,8,5,True,2012-02-03,14.505133470225873,True,True,14.655715263518138,Trap,Normal,None,,,,False,,Unlimited,Unlimited,64729,4,0,-2.3025850929940455
84462118,Dragonbite,0.35,1,False,False,1,3,False,2022-02-10,4.484599589322382,True,False,,Monster,Insect,DARK,4.0,1000.0,1000.0,False,,Unlimited,Unlimited,74287,3,0,-1.0498221244986778
45667991,Dragoncaller Magician,0.36,1,False,False,1,2,False,2017-02-09,9.486652977412732,True,True,9.826146475017111,Monster,Spellcaster,DARK,7.0,2400.0,1000.0,True,Magician,Unlimited,Unlimited,124481,9,4,-1.0216512475319814
5325424,Dragoncarnation,0.31,1,False,False,1,0,False,2013-05-17,13.221081451060916,True,True,13.467488021902806,Trap,Normal,None,,,,False,,Unlimited,Unlimited,54207,2,0,-1.171182981502945
8198620,Dragonecro Nethersoul Dragon,0.45,3,True,False,2,4,True,2014-03-28,12.358658453114305,True,True,12.37782340862423,Monster,Dragon,DARK,8.0,3000.0,0.0,False,,Unlimited,Unlimited,543650,20,3,-0.7985076962177716
70681994,Dragoness the Wicked Knight,1.0,3,True,False,1,1,False,2002-03-08,24.413415468856947,True,True,27.362080766598222,Monster,Warrior,WIND,3.0,1200.0,900.0,False,,Unlimited,Unlimited,377467,7,0,0.0
83980492,Dragong,0.09,1,False,False,1,1,False,2015-08-06,11.000684462696784,True,True,11.627652292950033,Monster,Machine,EARTH,4.0,500.0,2100.0,False,,Unlimited,Unlimited,23300,0,2,-2.4079456086518722
32437102,Dragonic Attack,0.16,3,True,False,1,0,False,2003-03-01,23.433264887063654,True,True,25.04312114989733,Spell,Equip,None,,,,False,,Unlimited,Unlimited,125830,4,1,-1.8325814637483102
13035077,Dragonic Diagram,0.26,5,True,False,3,4,True,2017-05-04,9.256673511293634,True,True,9.557837097878165,Spell,Field,None,,,,True,True Draco,Unlimited,Unlimited,496641,13,2,-1.3470736479666092
78009994,Dragonic Guard,0.37,1,False,False,1,2,False,2010-02-12,16.479123887748116,True,True,15.88227241615332,Monster,Dragon,FIRE,4.0,1500.0,1800.0,False,,Unlimited,Unlimited,18653,1,0,-0.9942522733438669
38109772,Dragonic Knight,0.47,2,True,False,2,3,False,2008-09-01,17.927446954141,True,True,20.213552361396303,Monster,Dragon,FIRE,7.0,2800.0,2300.0,False,,Unlimited,Unlimited,32010,8,0,-0.7550225842780328
71817640,Dragonic Pendulum,0.04,2,True,False,2,3,False,2022-10-20,3.7946611909650922,True,True,4.057494866529774,Spell,Field,None,,,,True,Pendulum,Unlimited,Unlimited,18771,0,0,-3.2188758248682006
72549351,Dragonic Tactics,0.07,4,True,True,3,4,True,2011-10-04,14.839151266255989,True,True,16.380561259411362,Spell,Normal,None,,,,False,,Unlimited,Unlimited,47038,5,1,-2.659260036932778
3837261,Dragonic Warrior,0.19,1,False,False,1,1,False,2026-02-19,0.459958932238193,True,True,0.8761122518822724,Monster,Dragon,FIRE,4.0,1500.0,1000.0,True,Warrior,Unlimited,Unlimited,23375,0,0,-1.6607312068216509
75083197,Dragonlark Pairen,0.15,2,True,False,2,3,False,2021-08-12,4.982888432580425,True,True,5.30321697467488,Monster,Wyrm,WIND,6.0,2700.0,1300.0,False,,Unlimited,Unlimited,74878,5,2,-1.8971199848858813
12163590,Dragonmaid Cehrmba,3.46,1,False,False,1,0,False,2025-06-13,1.1471594798083504,True,True,1.623545516769336,Monster,Dragon,DARK,9.0,2800.0,1800.0,True,Dragonmaid,Unlimited,Unlimited,141728,0,0,1.2412685890696329
40110009,Dragonmaid Changeover,0.37,3,True,False,2,3,False,2019-11-21,6.707734428473648,True,True,7.008898015058179,Spell,Normal,None,,,,True,Dragonmaid,Unlimited,Unlimited,506933,7,2,-0.9942522733438669
77515704,Dragonmaid Downtime,0.33,2,True,False,2,3,False,2019-11-21,6.707734428473648,True,True,7.008898015058179,Trap,Continuous,None,,,,True,Dragonmaid,Unlimited,Unlimited,239755,4,0,-1.1086626245216111
76782778,Dragonmaid Ernus,0.51,2,True,False,2,3,False,2019-11-21,6.707734428473648,True,True,7.008898015058179,Monster,Dragon,EARTH,7.0,2600.0,1600.0,True,Dragonmaid,Unlimited,Unlimited,437932,5,2,-0.6733445532637656
78231355,Dragonmaid Hospitality,0.14,10,True,False,8,5,True,2019-11-21,6.707734428473648,True,True,7.008898015058179,Spell,Normal,None,,,,True,Dragonmaid,Unlimited,Unlimited,668431,5,0,-1.9661128563728327
15848542,Dragonmaid Lorpar,0.15,9,True,False,7,5,True,2019-11-21,6.707734428473648,True,True,7.008898015058179,Monster,Dragon,WIND,8.0,2700.0,1700.0,True,Dragonmaid,Unlimited,Unlimited,474112,5,1,-1.8971199848858813
49575521,Dragonmaid Nudyarl,0.4,2,True,False,2,4,True,2019-11-21,6.707734428473648,True,True,7.008898015058179,Monster,Dragon,WATER,7.0,2600.0,1600.0,True,Dragonmaid,Unlimited,Unlimited,194300,6,0,-0.916290731874155
15754711,Dragonmaid Send-Off,0.4,2,True,False,2,2,False,2019-12-05,6.669404517453799,True,True,6.8172484599589325,Spell,Quick-Play,None,,,,True,Dragonmaid,Unlimited,Unlimited,126832,6,3,-0.916290731874155
24799107,Dragonmaid Sheou,0.71,3,True,False,2,4,True,2020-04-30,6.26694045174538,True,True,6.568104038329911,Monster,Dragon,LIGHT,10.0,3500.0,2000.0,True,Dragonmaid,Unlimited,Unlimited,450755,16,1,-0.342490308946776
57416183,Dragonmaid Tidying,0.09,10,True,False,8,5,True,2020-08-06,5.9986310746064335,True,True,6.299794661190965,Trap,Normal,None,,,,True,Dragonmaid,Unlimited,Unlimited,573485,8,0,-2.4079456086518722
42055234,Dragonmaid Tinkhec,0.73,2,True,False,2,3,False,2019-11-21,6.707734428473648,True,True,7.008898015058179,Monster,Dragon,FIRE,8.0,2700.0,1700.0,True,Dragonmaid,Unlimited,Unlimited,422238,8,0,-0.31471074483970024
14625090,Dragonmaid Welcome,0.48,2,True,False,2,4,True,2019-11-21,6.707734428473648,True,True,7.008898015058179,Spell,Continuous,None,,,,True,Dragonmaid,Unlimited,Unlimited,257784,2,0,-0.7339691750802004
28053763,Dragonoid Generator,0.1,5,True,False,4,1,False,2017-10-19,8.796714579055442,True,True,9.078713210130047,Spell,Continuous,None,,,,False,,Unlimited,Unlimited,80854,4,0,-2.3025850929940455
92870717,"Dragonox, the Empowered Warrior",0.12,1,False,False,1,2,False,2016-09-01,9.927446954140999,True,True,11.28268309377139,Monster,Warrior,DARK,4.0,1500.0,1500.0,True,Empowered Warrior,Unlimited,Unlimited,63604,1,0,-2.120263536200091
51531505,Dragonpit Magician,0.34,2,True,True,2,2,False,2015-12-03,10.674880219028063,True,True,11.129363449691992,Monster,Spellcaster,WATER,7.0,900.0,2700.0,True,Magician,Unlimited,Unlimited,228325,4,0,-1.0788096613719298
15146890,Dragonpulse Magician,0.19,2,True,True,2,2,False,2015-12-03,10.674880219028063,True,True,11.129363449691992,Monster,Spellcaster,EARTH,4.0,1800.0,900.0,True,Magician,Unlimited,Unlimited,129937,4,5,-1.6607312068216509
9069157,Dragonroid,0.43,1,False,False,1,4,True,2021-12-02,4.676249144421629,True,True,5.149897330595483,Monster,Machine,WIND,8.0,2900.0,1000.0,True,roid,Unlimited,Unlimited,38371,0,1,-0.843970070294529
73779005,Dragoons of Draconia,0.11,3,True,False,3,3,False,2015-01-10,11.570157426420261,True,True,10.880219028062971,Monster,Beast-Warrior,FIRE,4.0,1800.0,200.0,True,Draconia,Unlimited,Unlimited,96603,6,0,-2.2072749131897207
34898052,Dragoroar,0.25,1,False,False,1,2,False,2015-04-16,11.307323750855579,True,True,11.89596167008898,Spell,Quick-Play,None,,,,False,,Unlimited,Unlimited,16764,1,2,-1.3862943611198906
36870345,Dragunity Aklys,0.52,2,True,True,2,2,False,2011-03-04,15.425051334702259,True,True,16.13141683778234,Monster,Dragon,WIND,2.0,1000.0,800.0,True,Dragunity,Unlimited,Unlimited,40590,2,0,-0.6539264674066639
88361177,Dragunity Angusticlavii,0.16,4,True,False,3,2,False,2011-01-25,15.529089664613279,True,True,16.539356605065024,Monster,Winged Beast,WIND,5.0,2100.0,1000.0,True,Dragunity,Unlimited,Unlimited,21771,3,1,-1.8325814637483102
53184342,Dragunity Arma Gram,0.77,1,False,False,1,3,False,2021-04-15,5.308692676249144,True,True,5.935660506502396,Monster,Dragon,WIND,10.0,2900.0,2200.0,True,Dragunity,Unlimited,Unlimited,109721,5,2,-0.2613647641344075
63487632,Dragunity Arma Leyvaten,0.5,2,True,True,2,3,False,2011-03-04,15.425051334702259,True,True,16.13141683778234,Monster,Dragon,WIND,8.0,2600.0,1200.0,True,Dragunity,Unlimited,Unlimited,96206,5,0,-0.6931471805599453
876330,Dragunity Arma Mystletainn,0.75,2,True,True,2,2,False,2011-03-04,15.425051334702259,True,True,16.13141683778234,Monster,Dragon,WIND,6.0,2100.0,1500.0,True,Dragunity,Unlimited,Unlimited,147806,6,0,-0.2876820724517809
54455664,Dragunity Brandistock,0.16,6,True,True,3,2,False,2011-01-25,15.529089664613279,True,True,16.84599589322382,Monster,Dragon,WIND,1.0,600.0,400.0,True,Dragunity,Unlimited,Unlimited,37173,5,1,-1.8325814637483102
99594764,Dragunity Corsesca,0.22,5,True,False,3,2,False,2011-01-25,15.529089664613279,True,True,16.539356605065024,Monster,Dragon,WIND,1.0,800.0,700.0,True,Dragunity,Unlimited,Unlimited,46970,2,1,-1.5141277326297755
29253591,Dragunity Couse,0.24,2,True,False,1,0,False,2018-07-26,8.030116358658454,True,True,8.31211498973306,Monster,Dragon,WIND,2.0,1000.0,200.0,True,Dragunity,Unlimited,Unlimited,143072,7,1,-1.4271163556401458
13361027,Dragunity Darkspear,0.23,5,True,True,3,2,False,2010-09-25,15.863107460643395,True,True,17.097878165639973,Monster,Dragon,WIND,3.0,1000.0,1000.0,True,Dragunity,Unlimited,Unlimited,47251,4,1,-1.4696759700589417
60004971,Dragunity Divine Lance,0.15,2,True,False,2,3,False,2015-01-15,11.5564681724846,True,True,11.723477070499658,Spell,Equip,None,,,,True,Dragunity,Unlimited,Unlimited,184886,4,0,-1.8971199848858813
7917970,Dragunity Divine Wind,0.18,1,False,False,1,0,False,2026-06-04,0.17248459958932238,True,True,0.70362765229295,Spell,Field,None,,,,True,Dragunity,Unlimited,Unlimited,10017,0,0,-1.7147984280919266
52962804,Dragunity Draft,0.28,1,False,False,1,3,False,2021-04-15,5.308692676249144,True,True,5.935660506502396,Spell,Continuous,None,,,,True,Dragunity,Unlimited,Unlimited,27995,0,0,-1.2729656758128873
28183605,Dragunity Dux,0.16,5,True,True,5,4,True,2010-09-25,15.863107460643395,True,True,17.097878165639973,Monster,Winged Beast,WIND,4.0,1500.0,1000.0,True,Dragunity,Unlimited,Unlimited,131664,3,2,-1.8325814637483102
8039562,Dragunity Falchion,0.2,1,False,False,1,0,False,2026-06-04,0.17248459958932238,True,True,0.70362765229295,Monster,Dragon,WIND,2.0,1300.0,1200.0,True,Dragunity,Unlimited,Unlimited,12924,0,0,-1.6094379124341003
25845518,Dragunity Glow,0.17,2,True,False,2,4,True,2021-04-15,5.308692676249144,True,True,5.935660506502396,Spell,Normal,None,,,,True,Dragunity,Unlimited,Unlimited,90182,2,1,-1.7719568419318752
69975751,Dragunity Guisarme,0.44,1,False,False,1,4,True,2022-02-24,4.446269678302532,True,True,5.9575633127994525,Monster,Dragon,WIND,3.0,600.0,1600.0,True,Dragunity,Unlimited,Unlimited,52808,3,0,-0.8209805520698302
80549379,Dragunity Javelin,0.15,5,True,True,3,2,False,2011-01-25,15.529089664613279,True,True,16.84599589322382,Monster,Dragon,WIND,2.0,1200.0,800.0,True,Dragunity,Unlimited,Unlimited,22081,2,0,-1.8971199848858813
88234821,Dragunity Knight - Areadbhair,4.66,1,False,False,1,3,False,2021-04-15,5.308692676249144,True,True,5.935660506502396,Monster,Dragon,WIND,10.0,3300.0,3200.0,True,Dragunity,Unlimited,Unlimited,95369,5,0,1.5390154481375546
34528176,Dragunity Knight - Areus,0.27,1,False,False,1,4,True,2026-06-04,0.17248459958932238,True,True,0.70362765229295,Monster,Dragon,WIND,8.0,2900.0,2500.0,True,Dragunity,Unlimited,Unlimited,12683,0,0,-1.3093333199837622
48891960,Dragunity Knight - Ascalon,0.18,2,True,False,2,4,True,2018-07-26,8.030116358658454,True,True,8.31211498973306,Monster,Dragon,WIND,10.0,3300.0,3200.0,True,Dragunity,Unlimited,Unlimited,109353,18,3,-1.7147984280919266
25682811,Dragunity Knight - Barcha,0.24,4,True,False,4,4,True,2011-01-25,15.529089664613279,True,True,16.539356605065024,Monster,Dragon,WIND,8.0,2000.0,1200.0,True,Dragunity,Unlimited,Unlimited,113284,8,2,-1.4271163556401458
900787,Dragunity Knight - Gae Bulg,0.27,4,True,False,3,4,True,2010-09-25,15.863107460643395,True,True,17.097878165639973,Monster,Dragon,WIND,6.0,2000.0,1100.0,True,Dragunity,Unlimited,Unlimited,58343,7,1,-1.3093333199837622
34116027,Dragunity Knight - Gae Dearg,0.37,4,True,False,4,4,True,2010-11-06,15.748117727583846,True,True,17.097878165639973,Monster,Dragon,WIND,6.0,2400.0,800.0,True,Dragunity,Unlimited,Unlimited,142912,8,0,-0.9942522733438669
36556781,Dragunity Knight - Gormfaobhar,0.08,2,True,False,2,2,False,2021-02-04,5.500342231348392,True,True,5.763175906913073,Monster,Dragon,WIND,7.0,2600.0,2300.0,True,Dragunity,Unlimited,Unlimited,32492,2,0,-2.5257286443082556
12496261,Dragunity Knight - Luin,1.47,1,False,False,1,1,False,2018-07-26,8.030116358658454,True,True,8.31211498973306,Monster,Dragon,WIND,6.0,1200.0,1900.0,True,Dragunity,Unlimited,Unlimited,76421,6,3,0.3852624007906449
11969228,Dragunity Knight - Romulus,0.33,3,True,False,3,4,True,2019-07-25,7.0335386721423685,True,True,7.701574264202601,Monster,Dragon,WIND,,1200.0,,True,Dragunity,Unlimited,Unlimited,659882,13,5,-1.1086626245216111
80159717,Dragunity Knight - Trident,0.36,5,True,False,4,4,True,2011-01-25,15.529089664613279,True,True,16.84599589322382,Monster,Dragon,WIND,7.0,2400.0,1700.0,True,Dragunity,Unlimited,Unlimited,58394,6,2,-1.0216512475319814
21249921,Dragunity Knight - Vajrayana,0.51,4,True,False,3,4,True,2010-11-06,15.748117727583846,True,True,17.166324435318277,Monster,Dragon,WIND,6.0,1900.0,1200.0,True,Dragunity,Unlimited,Unlimited,131715,5,0,-0.6733445532637656
89172051,Dragunity Legatus,0.22,2,True,False,2,4,True,2021-04-15,5.308692676249144,True,True,5.935660506502396,Monster,Winged Beast,WIND,4.0,1800.0,1200.0,True,Dragunity,Unlimited,Unlimited,125146,3,0,-1.5141277326297755
28927782,Dragunity Legion,0.2,2,True,False,1,0,False,2018-07-26,8.030116358658454,True,True,8.31211498973306,Trap,Normal,None,,,,True,Dragunity,Unlimited,Unlimited,33129,4,1,-1.6094379124341003
54578613,Dragunity Legionnaire,0.08,6,True,True,4,3,False,2010-09-25,15.863107460643395,True,True,17.097878165639973,Monster,Winged Beast,WIND,3.0,1200.0,800.0,True,Dragunity,Unlimited,Unlimited,42375,2,0,-2.5257286443082556
70522875,Dragunity Lord - Georgius,3.37,2,True,False,2,5,True,2026-06-04,0.17248459958932238,True,True,0.70362765229295,Monster,Dragon,WIND,,2400.0,,True,Dragunity,Unlimited,Unlimited,32758,0,0,1.2149127443642704
81661951,Dragunity Militum,0.13,5,True,True,4,2,False,2011-01-25,15.529089664613279,True,True,16.84599589322382,Monster,Winged Beast,WIND,4.0,1700.0,1200.0,True,Dragunity,Unlimited,Unlimited,32556,2,1,-2.0402208285265546
51849216,Dragunity Oubliette,0.38,1,False,False,1,3,False,2021-04-15,5.308692676249144,True,True,5.935660506502396,Trap,Counter,None,,,,True,Dragunity,Unlimited,Unlimited,31287,1,0,-0.9675840262617056
25988873,Dragunity Partisan,0.12,5,True,False,3,2,False,2011-01-25,15.529089664613279,True,True,16.539356605065024,Monster,Dragon,WIND,2.0,1200.0,800.0,True,Dragunity,Unlimited,Unlimited,29404,3,0,-2.120263536200091
59755122,Dragunity Phalanx,0.11,6,True,False,5,4,True,2010-09-25,15.863107460643395,True,True,17.097878165639973,Monster,Dragon,WIND,2.0,500.0,1100.0,True,Dragunity,Unlimited,Unlimited,253730,9,0,-2.2072749131897207
52977572,Dragunity Pilum,0.19,5,True,False,4,2,False,2011-01-25,15.529089664613279,True,True,16.539356605065024,Monster,Dragon,WIND,3.0,1400.0,1000.0,True,Dragunity,Unlimited,Unlimited,29259,2,1,-1.6607312068216509
18060565,Dragunity Primus Pilus,0.12,5,True,True,4,4,True,2011-01-25,15.529089664613279,True,True,16.84599589322382,Monster,Winged Beast,WIND,5.0,2200.0,1600.0,True,Dragunity,Unlimited,Unlimited,31110,2,1,-2.120263536200091
71645463,Dragunity Quirinus,0.27,1,False,False,1,4,True,2026-06-04,0.17248459958932238,True,True,0.70362765229295,Monster,Winged Beast,WIND,4.0,1200.0,1200.0,True,Dragunity,Unlimited,Unlimited,15662,0,0,-1.3093333199837622
26577155,Dragunity Remus,0.26,2,True,False,2,4,True,2021-04-15,5.308692676249144,True,True,5.935660506502396,Monster,Dragon,WIND,2.0,800.0,800.0,True,Dragunity,Unlimited,Unlimited,216384,6,0,-1.3470736479666092
92868896,Dragunity Senatus,0.09,3,True,False,2,2,False,2018-07-26,8.030116358658454,True,True,8.31211498973306,Monster,Winged Beast,WIND,4.0,1800.0,600.0,True,Dragunity,Unlimited,Unlimited,102784,9,3,-2.4079456086518722
81962318,Dragunity Tribus,0.11,5,True,True,4,2,False,2010-09-25,15.863107460643395,True,True,17.097878165639973,Monster,Winged Beast,WIND,1.0,500.0,300.0,True,Dragunity,Unlimited,Unlimited,33744,4,1,-2.2072749131897207
89450409,Dragunity Whirlwind,0.74,1,False,False,1,3,False,2021-04-15,5.308692676249144,True,True,5.935660506502396,Spell,Quick-Play,None,,,,True,Dragunity,Unlimited,Unlimited,42754,2,0,-0.3011050927839216
43250041,Draining Shield,0.23,13,True,True,3,1,False,2004-06-01,22.17932922655715,True,True,22.71047227926078,Trap,Normal,None,,,,False,,Unlimited,Unlimited,452177,13,3,-1.4696759700589417
81096431,Drake Shark,0.16,2,True,False,2,3,False,2024-07-27,2.026009582477755,True,True,1.8206707734428473,Monster,Fish,WATER,4.0,1400.0,1050.0,True,Shark,Unlimited,Unlimited,102233,0,0,-1.8325814637483102
11212437,Draluvice the Diabolic Dragon Fortress,0.16,1,False,False,1,0,False,2026-05-07,0.24914442162902123,True,True,0.8459958932238193,Monster,Dragon,DARK,7.0,2300.0,2500.0,False,,Unlimited,Unlimited,7096,0,0,-1.8325814637483102
80193356,Dramatic Rescue,0.18,3,True,False,2,1,False,2003-10-10,22.822724161533195,True,True,23.87953456536619,Trap,Normal,None,,,,True,Amazoness,Unlimited,Unlimited,93013,0,0,-1.7147984280919266
26700718,Dramatic Snake-Eye Chase,0.15,2,True,False,2,3,False,2024-02-08,2.4914442162902124,True,True,2.7734428473648185,Spell,Quick-Play,None,,,,True,Snake-Eye,Unlimited,Unlimited,109139,0,0,-1.8971199848858813
